"movieId","userId","rating","title","genres","imdbId"
1025,1,5.0,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,57546
1029,1,5.0,Dumbo (1941),Animation|Children|Drama|Musical,33563
1030,1,3.0,Pete's Dragon (1977),Adventure|Animation|Children|Musical,76538
1032,1,5.0,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,43274
1042,1,4.0,That Thing You Do! (1996),Comedy|Drama,117887
1080,1,5.0,Monty Python's Life of Brian (1979),Comedy,79470
1089,1,5.0,Reservoir Dogs (1992),Crime|Mystery|Thriller,105236
1090,1,4.0,Platoon (1986),Drama|War,91763
1097,1,5.0,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,83866
1136,1,5.0,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,71853
1196,1,5.0,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,80684
1197,1,5.0,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,93779
1198,1,5.0,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,82971
1206,1,5.0,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,66921
1208,1,4.0,Apocalypse Now (1979),Action|Drama|War,78788
1210,1,5.0,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,86190
1213,1,5.0,Goodfellas (1990),Crime|Drama,99685
1214,1,4.0,Alien (1979),Horror|Sci-Fi,78748
1219,1,2.0,Psycho (1960),Crime|Horror,54215
1220,1,5.0,"Blues Brothers, The (1980)",Action|Comedy|Musical,80455
1222,1,5.0,Full Metal Jacket (1987),Drama|War,93058
1224,1,5.0,Henry V (1989),Action|Drama|Romance|War,97499
1240,1,5.0,"Terminator, The (1984)",Action|Sci-Fi|Thriller,88247
1258,1,3.0,"Shining, The (1980)",Horror,81505
1270,1,5.0,Back to the Future (1985),Adventure|Comedy|Sci-Fi,88763
1278,1,5.0,Young Frankenstein (1974),Comedy|Fantasy,72431
1282,1,5.0,Fantasia (1940),Animation|Children|Fantasy|Musical,32455
1291,1,5.0,Indiana Jones and the Last Crusade (1989),Action|Adventure,97576
1348,1,4.0,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,13442
1377,1,3.0,Batman Returns (1992),Action|Crime,103776
1396,1,3.0,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,105435
1408,1,3.0,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,104691
1500,1,4.0,Grosse Pointe Blank (1997),Comedy|Crime|Romance,119229
1573,1,5.0,Face/Off (1997),Action|Crime|Drama|Thriller,119094
1580,1,3.0,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,119654
1617,1,5.0,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,119488
1625,1,5.0,"Game, The (1997)",Drama|Mystery|Thriller,119174
1732,1,5.0,"Big Lebowski, The (1998)",Comedy|Crime,118715
1777,1,4.0,"Wedding Singer, The (1998)",Comedy|Romance,120888
1954,1,5.0,Rocky (1976),Drama,75148
2028,1,4.0,Saving Private Ryan (1998),Action|Drama|War,120815
2054,1,4.0,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,97523
2058,1,5.0,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,120768
2078,1,5.0,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,61852
2115,1,5.0,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,87469
2116,1,5.0,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,77869
2139,1,5.0,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,84649
2268,1,4.0,"Few Good Men, A (1992)",Crime|Drama|Thriller,104257
2291,1,5.0,Edward Scissorhands (1990),Drama|Fantasy|Romance,99487
2329,1,5.0,American History X (1998),Crime|Drama,120586
2387,1,5.0,Very Bad Things (1998),Comedy|Crime,124198
2470,1,5.0,Crocodile Dundee (1986),Adventure|Comedy,90555
2502,1,5.0,Office Space (1999),Comedy|Crime,151804
2529,1,5.0,Planet of the Apes (1968),Action|Drama|Sci-Fi,63442
2571,1,5.0,"Matrix, The (1999)",Action|Sci-Fi|Thriller,133093
2616,1,4.0,Dick Tracy (1990),Action|Crime,99422
2628,1,4.0,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,120915
2640,1,4.0,Superman (1978),Action|Adventure|Sci-Fi,78346
2641,1,5.0,Superman II (1980),Action|Sci-Fi,81573
2648,1,4.0,Frankenstein (1931),Drama|Horror|Sci-Fi,21884
2692,1,5.0,Run Lola Run (Lola rennt) (1998),Action|Crime,130827
2700,1,5.0,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,158983
2716,1,5.0,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,87332
2761,1,5.0,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,129167
2797,1,4.0,Big (1988),Comedy|Drama|Fantasy|Romance,94737
2872,1,5.0,Excalibur (1981),Adventure|Fantasy,82348
2959,1,5.0,Fight Club (1999),Action|Crime|Drama|Thriller,137523
2987,1,5.0,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,96438
3052,1,5.0,Dogma (1999),Adventure|Comedy|Fantasy,120655
3147,1,5.0,"Green Mile, The (1999)",Crime|Drama,120689
3176,1,1.0,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,134119
3247,1,3.0,Sister Act (1992),Comedy|Crime,105417
3273,1,5.0,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,134084
3386,1,5.0,JFK (1991),Drama|Mystery|Thriller,102138
3489,1,4.0,Hook (1991),Adventure|Comedy|Fantasy,102057
3527,1,4.0,Predator (1987),Action|Sci-Fi|Thriller,93773
3578,1,5.0,Gladiator (2000),Action|Adventure|Drama,172495
3671,1,5.0,Blazing Saddles (1974),Comedy|Western,71230
3793,1,5.0,X-Men (2000),Action|Adventure|Sci-Fi,120903
318,2,3.0,"Shawshank Redemption, The (1994)",Crime|Drama,111161
1704,2,4.5,Good Will Hunting (1997),Drama|Romance,119217
3578,2,4.0,Gladiator (2000),Action|Adventure|Drama,172495
6874,2,4.0,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,266697
48516,2,4.0,"Departed, The (2006)",Crime|Drama|Thriller,407887
58559,2,4.5,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,468569
60756,2,5.0,Step Brothers (2008),Comedy,838283
68157,2,4.5,Inglourious Basterds (2009),Action|Drama|War,361748
71535,2,3.0,Zombieland (2009),Action|Comedy|Horror,1156398
74458,2,4.0,Shutter Island (2010),Drama|Mystery|Thriller,1130884
79132,2,4.0,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,1375666
80489,2,4.5,"Town, The (2010)",Crime|Drama|Thriller,840361
80906,2,5.0,Inside Job (2010),Documentary,1645089
89774,2,5.0,Warrior (2011),Drama,1291584
91529,2,3.5,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX,1345836
99114,2,3.5,Django Unchained (2012),Action|Drama|Western,1853728
106782,2,5.0,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama,993846
109487,2,3.0,Interstellar (2014),Sci-Fi|IMAX,816692
112552,2,4.0,Whiplash (2014),Drama,2582802
122882,2,5.0,Mad Max: Fury Road (2015),Action|Adventure|Sci-Fi|Thriller,1392190
31,3,0.5,Dangerous Minds (1995),Drama,112792
527,3,0.5,Schindler's List (1993),Drama|War,108052
647,3,0.5,Courage Under Fire (1996),Action|Crime|Drama|War,115956
720,3,0.5,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,118114
914,3,0.5,My Fair Lady (1964),Comedy|Drama|Musical|Romance,58385
1093,3,0.5,"Doors, The (1991)",Drama,101761
1124,3,0.5,On Golden Pond (1981),Drama,82846
1263,3,0.5,"Deer Hunter, The (1978)",Drama|War,77416
1272,3,0.5,Patton (1970),Drama|War,66206
1302,3,0.5,Field of Dreams (1989),Children|Drama|Fantasy,97351
2080,3,0.5,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,48280
2424,3,0.5,You've Got Mail (1998),Comedy|Romance,128853
3210,3,0.5,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,83929
3949,3,0.5,Requiem for a Dream (2000),Drama,180093
6238,3,0.5,Green Card (1990),Comedy|Drama|Romance,99699
21,4,3.0,Get Shorty (1995),Comedy|Crime|Thriller,113161
32,4,2.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,114746
45,4,3.0,To Die For (1995),Comedy|Drama|Thriller,114681
47,4,2.0,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,114369
52,4,3.0,Mighty Aphrodite (1995),Comedy|Drama|Romance,113819
58,4,3.0,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,110877
162,4,5.0,Crumb (1994),Documentary,109508
215,4,5.0,Before Sunrise (1995),Drama|Romance,112471
222,4,1.0,Circle of Friends (1995),Drama|Romance,112679
232,4,5.0,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,111797
235,4,2.0,Ed Wood (1994),Comedy|Drama,109707
247,4,3.0,Heavenly Creatures (1994),Crime|Drama,110005
260,4,5.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759
296,4,1.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912
342,4,5.0,Muriel's Wedding (1994),Comedy,110598
345,4,4.0,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,109045
351,4,3.0,"Corrina, Corrina (1994)",Comedy|Drama|Romance,109484
357,4,3.0,Four Weddings and a Funeral (1994),Comedy|Romance,109831
457,4,5.0,"Fugitive, The (1993)",Thriller,106977
475,4,5.0,In the Name of the Father (1993),Drama,107207
538,4,5.0,Six Degrees of Separation (1993),Drama,108149
539,4,1.0,Sleepless in Seattle (1993),Comedy|Drama|Romance,108160
588,4,4.0,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,103639
593,4,5.0,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,102926
595,4,3.0,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,101414
608,4,5.0,Fargo (1996),Comedy|Crime|Drama|Thriller,116282
648,4,3.0,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,117060
708,4,4.0,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,117979
800,4,4.0,Lone Star (1996),Drama|Mystery|Western,116905
892,4,4.0,Twelfth Night (1996),Comedy|Drama|Romance,117991
898,4,5.0,"Philadelphia Story, The (1940)",Comedy|Drama|Romance,32904
899,4,4.0,Singin' in the Rain (1952),Comedy|Musical|Romance,45152
902,4,4.0,Breakfast at Tiffany's (1961),Drama|Romance,54698
904,4,4.0,Rear Window (1954),Mystery|Thriller,47396
908,4,5.0,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,53125
910,4,5.0,Some Like It Hot (1959),Comedy|Crime,53291
912,4,5.0,Casablanca (1942),Drama|Romance,34583
914,4,5.0,My Fair Lady (1964),Comedy|Drama|Musical|Romance,58385
919,4,5.0,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,32138
920,4,5.0,Gone with the Wind (1939),Drama|Romance|War,31381
930,4,5.0,Notorious (1946),Film-Noir|Romance|Thriller,38787
1025,4,4.0,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,57546
1079,4,2.0,"Fish Called Wanda, A (1988)",Comedy|Crime,95159
1080,4,5.0,Monty Python's Life of Brian (1979),Comedy,79470
1084,4,5.0,Bonnie and Clyde (1967),Crime|Drama,61418
1103,4,5.0,Rebel Without a Cause (1955),Drama,48545
1136,4,5.0,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,71853
1179,4,4.0,"Grifters, The (1990)",Crime|Drama|Film-Noir,99703
1183,4,1.0,"English Patient, The (1996)",Drama|Romance|War,116209
1188,4,5.0,Strictly Ballroom (1992),Comedy|Romance,105488
1196,4,5.0,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,80684
1197,4,5.0,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,93779
1198,4,3.0,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,82971
1203,4,5.0,12 Angry Men (1957),Drama,50083
1213,4,4.0,Goodfellas (1990),Crime|Drama,99685
1219,4,4.0,Psycho (1960),Crime|Horror,54215
1225,4,4.0,Amadeus (1984),Drama,86879
1250,4,5.0,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,50212
1259,4,4.0,Stand by Me (1986),Adventure|Drama,92005
1266,4,4.0,Unforgiven (1992),Drama|Western,105695
1282,4,5.0,Fantasia (1940),Animation|Children|Fantasy|Musical,32455
1283,4,5.0,High Noon (1952),Drama|Western,44706
1288,4,4.0,This Is Spinal Tap (1984),Comedy,88258
1291,4,4.0,Indiana Jones and the Last Crusade (1989),Action|Adventure,97576
1304,4,3.0,Butch Cassidy and the Sundance Kid (1969),Action|Western,64115
1449,4,5.0,Waiting for Guffman (1996),Comedy,118111
1466,4,4.0,Donnie Brasco (1997),Crime|Drama,119008
1500,4,4.0,Grosse Pointe Blank (1997),Comedy|Crime|Romance,119229
1580,4,3.0,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,119654
1617,4,2.0,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,119488
1704,4,1.0,Good Will Hunting (1997),Drama|Romance,119217
1719,4,4.0,"Sweet Hereafter, The (1997)",Drama,120255
1732,4,4.0,"Big Lebowski, The (1998)",Comedy|Crime,118715
1834,4,5.0,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,120176
1916,4,1.0,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,118789
1923,4,3.0,There's Something About Mary (1998),Comedy|Romance,129387
1947,4,5.0,West Side Story (1961),Drama|Musical|Romance,55614
2019,4,2.0,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,47478
2076,4,4.0,Blue Velvet (1986),Drama|Mystery|Thriller,90756
2078,4,5.0,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,61852
2145,4,3.0,Pretty in Pink (1986),Comedy|Drama|Romance,91790
2186,4,5.0,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,44079
2203,4,4.0,Shadow of a Doubt (1943),Crime|Drama|Thriller,36342
2324,4,1.0,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,118799
2336,4,2.0,Elizabeth (1998),Drama,127536
2351,4,4.0,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,50783
2390,4,5.0,Little Voice (1998),Comedy,147004
2467,4,4.0,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller,91605
2571,4,1.0,"Matrix, The (1999)",Action|Sci-Fi|Thriller,133093
2583,4,5.0,Cookie's Fortune (1999),Comedy|Drama,126250
2628,4,1.0,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,120915
2692,4,5.0,Run Lola Run (Lola rennt) (1998),Action|Crime,130827
2712,4,2.0,Eyes Wide Shut (1999),Drama|Mystery|Thriller,120663
2762,4,4.0,"Sixth Sense, The (1999)",Drama|Horror|Mystery,167404
2791,4,5.0,Airplane! (1980),Comedy,80339
2959,4,2.0,Fight Club (1999),Action|Crime|Drama|Thriller,137523
3044,4,5.0,Dead Again (1991),Mystery|Romance|Thriller,101669
3060,4,4.0,"Commitments, The (1991)",Comedy|Drama|Musical,101605
3160,4,4.0,Magnolia (1999),Drama,175880
3175,4,1.0,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,177789
3176,4,4.0,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,134119
3317,4,4.0,Wonder Boys (2000),Comedy|Drama,185014
3386,4,4.0,JFK (1991),Drama|Mystery|Thriller,102138
3408,4,4.0,Erin Brockovich (2000),Drama,195685
3481,4,2.0,High Fidelity (2000),Comedy|Drama|Romance,146882
3489,4,1.0,Hook (1991),Adventure|Comedy|Fantasy,102057
3897,4,4.0,Almost Famous (2000),Drama,181875
3911,4,3.0,Best in Show (2000),Comedy,218839
3967,4,4.0,Billy Elliot (2000),Drama,249462
3996,4,4.0,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,190332
4027,4,3.0,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime,190590
4029,4,3.0,State and Main (2000),Comedy|Drama,120202
4034,4,5.0,Traffic (2000),Crime|Drama|Thriller,181865
4144,4,3.0,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,118694
4166,4,3.0,Series 7: The Contenders (2001),Action|Drama,251031
4226,4,2.0,Memento (2000),Mystery|Thriller,209144
4246,4,4.0,Bridget Jones's Diary (2001),Comedy|Drama|Romance,243155
4347,4,4.0,Divided We Fall (Musíme si pomáhat) (2000),Comedy|Drama,234288
4641,4,1.0,Ghost World (2001),Comedy|Drama,162346
4881,4,3.0,"Man Who Wasn't There, The (2001)",Crime|Drama,243133
4896,4,4.0,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,241527
4902,4,4.0,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",Drama|Fantasy|Horror|Thriller|War,256009
1,5,4.0,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,114709
21,5,4.0,Get Shorty (1995),Comedy|Crime|Thriller,113161
34,5,4.0,Babe (1995),Children|Drama,112431
36,5,4.0,Dead Man Walking (1995),Crime|Drama,112818
39,5,3.0,Clueless (1995),Comedy|Romance,112697
50,5,4.0,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,114814
58,5,5.0,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,110877
110,5,4.0,Braveheart (1995),Action|Drama|War,112573
150,5,3.0,Apollo 13 (1995),Adventure|Drama|IMAX,112384
153,5,3.0,Batman Forever (1995),Action|Adventure|Comedy|Crime,112462
232,5,4.0,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,111797
247,5,5.0,Heavenly Creatures (1994),Crime|Drama,110005
261,5,4.0,Little Women (1994),Drama,110367
290,5,5.0,Once Were Warriors (1994),Crime|Drama,110729
296,5,5.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912
300,5,3.0,Quiz Show (1994),Drama,110932
316,5,2.0,Stargate (1994),Action|Adventure|Sci-Fi,111282
318,5,3.0,"Shawshank Redemption, The (1994)",Crime|Drama,111161
349,5,3.0,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,109444
357,5,2.0,Four Weddings and a Funeral (1994),Comedy|Romance,109831
364,5,3.0,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,110357
380,5,2.0,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,111503
410,5,3.0,Addams Family Values (1993),Children|Comedy|Fantasy,106220
457,5,4.0,"Fugitive, The (1993)",Thriller,106977
474,5,4.0,In the Line of Fire (1993),Action|Thriller,107206
475,5,5.0,In the Name of the Father (1993),Drama,107207
515,5,3.0,"Remains of the Day, The (1993)",Drama|Romance,107943
527,5,5.0,Schindler's List (1993),Drama|War,108052
531,5,4.0,"Secret Garden, The (1993)",Children|Drama,108071
534,5,3.0,Shadowlands (1993),Drama|Romance,108101
588,5,4.0,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,103639
589,5,3.0,Terminator 2: Judgment Day (1991),Action|Sci-Fi,103064
590,5,5.0,Dances with Wolves (1990),Adventure|Drama|Western,99348
592,5,3.0,Batman (1989),Action|Crime|Thriller,96895
594,5,5.0,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,29583
595,5,5.0,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,101414
596,5,5.0,Pinocchio (1940),Animation|Children|Fantasy|Musical,32910
597,5,3.0,Pretty Woman (1990),Comedy|Romance,100405
608,5,3.0,Fargo (1996),Comedy|Crime|Drama|Thriller,116282
2,6,4.0,Jumanji (1995),Adventure|Children|Fantasy,113497
3,6,5.0,Grumpier Old Men (1995),Comedy|Romance,113228
5,6,5.0,Father of the Bride Part II (1995),Comedy,113041
7,6,4.0,Sabrina (1995),Comedy|Romance,114319
11,6,4.0,"American President, The (1995)",Comedy|Drama|Romance,112346
16,6,4.0,Casino (1995),Crime|Drama,112641
17,6,4.0,Sense and Sensibility (1995),Drama|Romance,114388
21,6,2.0,Get Shorty (1995),Comedy|Crime|Thriller,113161
22,6,5.0,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,112722
25,6,3.0,Leaving Las Vegas (1995),Drama|Romance,113627
26,6,4.0,Othello (1995),Drama,114057
31,6,3.0,Dangerous Minds (1995),Drama,112792
32,6,4.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,114746
34,6,4.0,Babe (1995),Children|Drama,112431
36,6,5.0,Dead Man Walking (1995),Crime|Drama,112818
41,6,4.0,Richard III (1995),Drama|War,114279
43,6,4.0,Restoration (1995),Drama,114272
45,6,3.0,To Die For (1995),Comedy|Drama|Thriller,114681
46,6,4.0,How to Make an American Quilt (1995),Drama|Romance,113347
47,6,4.0,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,114369
50,6,1.0,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,114814
62,6,4.0,Mr. Holland's Opus (1995),Drama,113862
92,6,4.0,Mary Reilly (1996),Drama|Horror|Thriller,117002
104,6,4.0,Happy Gilmore (1996),Comedy,116483
110,6,5.0,Braveheart (1995),Action|Drama|War,112573
140,6,3.0,Up Close and Personal (1996),Drama|Romance,118055
150,6,4.0,Apollo 13 (1995),Adventure|Drama|IMAX,112384
153,6,3.0,Batman Forever (1995),Action|Adventure|Comedy|Crime,112462
160,6,5.0,Congo (1995),Action|Adventure|Mystery|Sci-Fi,112715
161,6,3.0,Crimson Tide (1995),Drama|Thriller|War,112740
185,6,3.0,"Net, The (1995)",Action|Crime|Thriller,113957
216,6,4.0,Billy Madison (1995),Comedy,112508
222,6,4.0,Circle of Friends (1995),Drama|Romance,112679
224,6,3.0,Don Juan DeMarco (1995),Comedy|Drama|Romance,112883
230,6,5.0,Dolores Claiborne (1995),Drama|Thriller,109642
237,6,4.0,Forget Paris (1995),Comedy|Romance,113097
248,6,5.0,Houseguest (1994),Comedy,110066
252,6,4.0,I.Q. (1994),Comedy|Romance,110099
257,6,5.0,Just Cause (1995),Mystery|Thriller,113501
261,6,4.0,Little Women (1994),Drama,110367
262,6,5.0,"Little Princess, A (1995)",Children|Drama,113670
273,6,3.0,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,109836
277,6,5.0,Miracle on 34th Street (1994),Drama,110527
279,6,3.0,My Family (1995),Drama,113896
282,6,3.0,Nell (1994),Drama,110638
288,6,2.0,Natural Born Killers (1994),Action|Crime|Thriller,110632
293,6,3.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413
296,6,2.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912
316,6,5.0,Stargate (1994),Action|Adventure|Sci-Fi,111282
317,6,4.0,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,111070
318,6,5.0,"Shawshank Redemption, The (1994)",Crime|Drama,111161
329,6,4.0,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,111280
337,6,5.0,What's Eating Gilbert Grape (1993),Drama,108550
339,6,4.0,While You Were Sleeping (1995),Comedy|Romance,114924
342,6,3.0,Muriel's Wedding (1994),Comedy,110598
349,6,5.0,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,109444
350,6,5.0,"Client, The (1994)",Drama|Mystery|Thriller,109446
351,6,4.0,"Corrina, Corrina (1994)",Comedy|Drama|Romance,109484
356,6,5.0,Forrest Gump (1994),Comedy|Drama|Romance|War,109830
357,6,3.0,Four Weddings and a Funeral (1994),Comedy|Romance,109831
361,6,4.0,It Could Happen to You (1994),Comedy|Drama|Romance,110167
364,6,5.0,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,110357
371,6,3.0,"Paper, The (1994)",Comedy|Drama,110771
377,6,5.0,Speed (1994),Action|Romance|Thriller,111257
380,6,4.0,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,111503
381,6,3.0,When a Man Loves a Woman (1994),Drama|Romance,111693
410,6,3.0,Addams Family Values (1993),Children|Comedy|Fantasy,106220
412,6,3.0,"Age of Innocence, The (1993)",Drama,106226
440,6,4.0,Dave (1993),Comedy|Romance,106673
